10 Cats;Realistic Fiction;Sequence of Events             predict;Nine cats play and sleep when a tenth cat falls among them.
The Itsy Bitsy Spider;Song;monitor                summarize;A beautifully illustrated story of the well-known song and finger play.
The Just-Right House;Fantasy;Main Idea and Details  monitor/clarify;The children balk at the idea of moving when Mom and Dad decide to look for a larger home.
The Leaving Morning;Realistic Fiction;summarize;On the morning they are ready to move to a new home, a family says one last good-bye to familiar people and places.
The New Boy;Realistic Fiction;/oi/ spelled oy;Roy is nervous about being the new boy at school.
The Race;Humorous Fiction;Making Inferences;In this story a girl describes a race she has with her big sister Fanny.
The Silliest Queen;Humorous Fiction;est (spelling changes);A queen asks her looking glass a bunch of questions, including, 'Who is the prettiest queen.'
The Spy;Realistic Fiction;Long i spelled y;A boy becomes a spy to find out why his cup is dry.
The Store;Realistic Fiction;r- controlled ore;Grandma used to work at her mom and dad's town store.
The Story of Half-Chicken;Folktale;monitor/clarify;This folktale, familiar in Spanish-speaking cultures, tells of a half-chicken who leaves home in search of fame. On the way, he discovers how by helping others, one is rewarded in the end.
The Three Billy Goats Gruff;Tale;Compare and Contrast;A familiar tale about three goat brothers, whose last name is Gruff, who are hungry and want to eat grass.
Three Wishes for Buster;Fantasy;Base Words;When Buster is born mama, papa and sister fish all make a wish for him. When he grows into a bigger fish all the wishes come true for Buster.
Tick, Tock!;Realistic Fiction;Short o words;The clock tick, tocks and tells Todd when it is time to do certain things.
To Be a Kid;Photo-Essay;Noting Details           question;This photo-essay explores the many ways in which children from all over the world enjoy childhood.
Vy and the Fly;Realistic Fiction;Long i spelled y;A fly takes one of Vy's fries up into the sky.
Waiting for Granny;Realistic Fiction;Making Judgments     summarize;Malcolm is expecting a visit from his grandmother and anxiously waits for her arrival.
Welcome to the White House ;Informational;Categorize and Classify;This nonfiction photo essay introduces the White House as the home of the President, including family and pets.
What a Mess!;Realistic Fiction;Short e words;Beth's room and the shed are a mess, and her dad makes her clean them both up.
What Animal Is It?;Realistic Fiction;Long e words;A busy farmer finds time to take care of his animals, grow vegetables, and prepare a feast for his neighbors. 
What Can You See at a Lake?;Informational;predict;Many interesting animals live in and near lakes.
What Seahorse Saw;Fantasy;r-controlled vowels;Seahorse wants to explore the sea and goes out on his own to see everything he can.
What�s This Matter?;Realistic Fiction;Categorize and Classify;A picture book of different types of solids and what they are made out of.
Who Lives Here? (Life Science);Informational;Categorize and Classify;A picture book of plants and animals and where they live. The book examines a variety of habitats. 
Who Makes Hay?;Realistic Fiction;Base words + s;Kay Jones shows us how hay is grown.
Who's Cuter?;Realistic Fiction;er (spelling changes);This story is a comparison between Dotty and Munch, two hamsters.
Win the Pin;Realistic Fiction;Final Consonants e, n, p, x;Lin hosts a plant contest to see whose plant will win the big pin.
Writing Home;Realistic Fiction;Endings -ed, -ing;A little girl writes to her dad while she is staying with her grandmother.
A Gift of Crayons;Realistic Fiction;Author�s Viewpoint  evaluate;Drawing with crayons helps Brooke feel so much better during her hospital stay that when she grows up, she donates paper and crayons to children in hospitals.
A Pet for Scat ;Fantasy;Digraphs sh, ch, ck;Scat the cat is sad and lonely so she goes to Mr. Petman's store to get a pet. 
A Space Station;Narrative Nonfiction;/sh_n/ spelled -tion;Three people from different nations fly in a spaceship to a space station.
A Sunday Trip;Realistic Fiction;Long a spelled ay;On a great Sunday in May, the Shay family went on a trip to a farm.
A Tree Is My Home (Life Science);Informational;Main Idea and Details;A book about how a tree is home to many living things. 
A Visit to the Statue of Liberty ;Informational;Main Idea and Details;This simple tour of the Statue of Liberty tells about its history and symbols.
Alma Flor Ada: From a Family of Storytellers;Realistic Fiction;Writing a Poem         monitor/clarify ;Author Alma Flor Ada comes from a family of storytellers, and perhaps it is only natural that she should grow up to become one, too.
An Egg Is an Egg;Realistic Fiction;Drawing Conclusions  summarize;All around us, most things change in some way. One thing that doesn't change is the love of a mother for a child.
Ann and Smudge;Realistic Fiction;/j/ spelled dge;Ann's dog, smudge, is wedged in by the hedge and the lodge.
Ben Badger's Birthday;Fantasy;er in two-syllable words;Mr. Bunny and Miss Bird throw Ben Badger a surprise birthday party.
Beth and Seth;Realistic Fiction;Digraph th;Beth helps Seth with math, and Seth shows Beth how to throw a fastball.
Blain and Page Paint;Realistic Fiction;Long a spelled ai;Blain and Paige help turn a shed into a clubhouse.
Brad Gets a Pet;Realistic Fiction;r clusters;Brad wants a brand new pet. He picks out a big, brown dog named Brandy.
Busy Bea;Realistic Fiction;evaluate;When Bea keeps losing things, her mother gets impatient, but her grandmother is sure that Bea will outgrow it. 
Camp Sky;Realistic Fiction;s clusters;Stan went to summer camp at Camp Sky where he played sports, slept under the stars and put on a skit.
Chores Before the Seashore;Realistic Fiction;r- controlled ore;Flor has to complete all her chore's before she can go to the seashore.
City Animals;Realistic Fiction;Fact and Opinion       question;Children explore a city park to see if there are wild animals in the city.
Clark's Garden Party;Fantasy;r- controlled ar;Clark has a garden party and invites all his friends over.
Clay Fish;Fantasy;Consonant Clusters;Gray Dog plays a little trick on Snip the cat with his three clay fish.
Cooking Corn;Realistic Fiction;/k/ spelled c;A girl and her family live on a corn farm, and she learns how to cook the corn.
Counting on the Woods;Informational;Main Idea and Details       evaluate;In this rhyming and counting book, colorful pictures show the different plants and animals that live in the woods.
Dr. Green;Narrative;summarize;A boy tells about his visit to Dr. Green, who checks the boy's weight, height, eyes, ears and mouth.
Ducks and Chicks;Realistic Fiction;Consonants -ck;Jack and Rick go to a petting zoo. They like the ducks and the chicks best.
Eek! There's a Mouse in the House;Fantasy;monitor/summarize ;This amusing story is about the mischief that occurs when there's a mouse in the house.
Everything Grows;Narrative Nonfiction;Long o spelled ow;We see how wheat grows in the summer, and what happens to wheat in the other seasons.
Family Fleas ;Fantasy;Consonant Clusters;Dog enters his pet flea in the Family Pet Show. None of the other animals like fleas, but Dog wins the contest because of the fleas helpful ways. 
Finding Animal Tracks;Realistic Fiction;Short Vowels a, i, u;The boy in this story is very interested in animal tracks and spends time with his friend Mr. Glick to find out more about them.
Fishing with Grandpa;Realistic Fiction;Base Words;Janie learns that fishing is hard work when she goes with her grandpa for the first time.
Fishy Facts;Informational;monitor                summarize;This is an informative piece picturing and explaining a variety of fascinating sea creatures.
Flip's Clay Class;Realistic Fiction;l clusters;Flip makes a clay plate at clay class.
Focus on Poetry: What Is a Poem?;Informational;monitor/clarify;Poems often have rhyme and rhythm, and can help you imagine many things.
Grace Has Pet Mice;Realistic Fiction;/s/ spelled c;Grace has two pet mice that live in a nice cage.
Granddad's Pond;Realistic Fiction;Consonants nd;Mandy and Randy like to visit Grandad in the summer and swim in his pond.
Hilda Hen�s Scary Night;Fantasy;Categorize and Classify     question;A hen named Hilda finds the courage to tiptoe past some scary things as she makes her way back to the hen house one night.
Holidays;Informational;Main Idea and Details;An American family finds different ways to celebrate several holidays such as Earth Day, Thanksgiving, and the Fourth of July.
How Raven Played a Trick;Tale;Base Words;Raven finds a way to start the tides running so he can get fresh food from the sea.
I Love Vacation!;Realistic Fiction;/sh_n/ spelled -tion;A family takes a train to their vacation at the seashore.
In the Middle of the Woods;Realistic Fiction;le in two-syllable words;A boy and his mom go camping in the middle of the woods.
Joan and Coach Snow;Realistic Fiction;Vowel pairs oa, ow;Joan learns that the best position for her on the soccer team is goalie.
Joan's Boat;Realistic Fiction;Long o spelled oa;Joan has a shipping boat she uses to bring goods, like oats and soap, to people who live far up the coast.
Lee's Tree;Realistic Fiction;Long e spelled ee;Lee lives on Green Street and has a special tree to look after.
Let�s All Dance;Informational;summarize;People of different hearing abilities can learn to dance.
Look for Me!;Informational;predict/infer;This book is a game of hide-and-seek. Different animals give clues about where they hide.
Louis Braille;Biography;Categorize and Classify;A book about senses, touch and the Braille system. 
Lunch with Chopsticks;Realistic Fiction;Digraph ch;Mrs. Beach teaches her class how to eat lunch with chopsticks.
Making Pictures;Informational;evaluate;Artists use many different kinds of materials to draw and paint pictures.
Max the Pet Show Star;Realistic Fiction;Main Idea and Details monitor/clarify;Katie and her dog Max are going to perform in the Police Pet Show.
Mort's Porch;Realistic Fiction;r- controlled or;Mort loved to sit on his porch all day long.
Mrs. Cheng�s Surprise;Realistic Fiction;Categorize and Classify evaluate;When Mrs. Cheng has to stay in the hospital, the neighborhood children try to bring her home to her through drawings.
My Dog, Twinkles;Realistic Fiction;le in two-syllable words;A girl gets a pet beagle and names him Twinkles.
My Weather Station (Earth Science);Informational;Main Idea and Details;A book on how to set up a weather station. 
Nell�s First Day Kit;Realistic Fiction;Compound Words;When a new girl is scheduled to join their class, the boys and girls put together a welcome kit for her.
Nick and Pat;Fantasy;Initial and Final Digraphs;Pat tries to teach Nick his ice skating trick, but Nick can't seem to master it.
No, No, Titus!;Fantasy;Sequence of events;Titus the dog gets a new home on a farm and tries to be a good farm dog, but he just can't get it right.
Paige Goes to College;Realistic Fiction;/j/ spelled g;Paige and her family help her big sister Midge move into college.
Painting Pictures;Realistic Fiction;/ch_r/ spelled -ture;The girl in this story likes to paint pictures of silly creatures and nature.
Panda's Surprise;Narrative   ;predict/infer;Panda gets a birthday surprise from his friends.
Pang Wong's Loud House;Realistic Fiction;Consonants ng;Pang Wang goes to Wise Ming Chin for help - his house is too loud.
Pasture Creatures;Realistic Fiction;/ch_r/ spelled -ture;Sam and Al go to the pasture to capture bugs and creatures.
Rosie's Pool;Humorous Fantasy;evaluate;Rosie asks three giants to come for a swim and, when Rosie asks them to sit down and have some iced tea or suntan lotion, the Giants do funny things.
Seals and Seagulls;Nonfiction;Long e spelled ea;This story looks at the seals and seagulls that live in and near the sea.
Secret Code;Realistic Fiction;Compare and Contrast  evaluate;"Oscar, who is blind, teaches classmate Lucy to read the Braille alphabet - and soon the whole class wants to learn Oscar's ""secret code."""
Sheep in a Jeep;Fantasy;evaluate;This is a humorous story about a flock of sheep that wreck their jeep.
Shrimp Boats;Narrative Nonfiction;Consonants mp;We learn how a shrimp boat and the crew catch shrimp.
Sisters and Brothers;Realistic Fiction;er in two-syllable words;A story about how brothers and sisters are different from one another.
Swish, Swish, Swish;Realistic Fiction;Digraph sh;Trish Shane learns to swim with fins and a mask.
Sylvia Earle, First Lady of the Sea;Biography;Categorize and Classify;This is a biography of Sylvia Earle, marine biologist.
The Crazy Quilt;Realistic Fiction;Sequence;"Tanya finds a crazy quilt; a type of blanket made from patches of different clothes, and decides to make one. "
The Duck Pond;Realistic Fiction;Compare and Contrast  question;When a duck makes a nest in a backyard garden, the whole neighborhood wonders where the ducklings will learn to swim.
The First Art Class;Realistic Fiction;Noting Details    summarize;Children with visual impairments attend their first art class and work with clay.
The Flower;Fantasy;/ou/ spelled ow;Queen Beth trips and ruins her crown and her gown. She is sad until her clown brings her a flower
The Fudge Judge;Realistic Fiction;/j/ spelled dge;Jake makes a fudge cake and takes it to the fudge judge to try and win the prize badge.
The Hand-Me-Downs;Realistic Fiction;Categorize and Classify;The boy in this story has a big family, so he gets all the hand-me-downs from his big brothers and sisters.
The Hidden Trunk;Realistic Fiction;Consonants nk;Franklin is looking for a hidden trunk.
The Power Pitchers;Realistic Fiction;Digraph -tch;Mitch, Carmen, Jeff and Jen Fitch start a ball team called the Power Pitchers.
The Puddle;Realistic Fiction;predict/infer;A boy goes out to play in the rain and meets some animals by a puddle.
The Real Wolf;Fantasy;Vowel Pairs ai, ay;Hen saves the day when a real wolf interrupts the animals' performance of The Three Little Pigs.
The Sounds of Music (Physical Science);Realistic Fiction;Compare and Contrast;A story about a one-man band. The book goes over the basics of pitch. 
The Wet Ground;Realistic Fiction;/ou/ spelled ou;Ann and her dog, Houng, go out in the rain and play on the wet ground.
Things That Melt (Physical Science);Realistic Fiction;Sequence;A book that shows kids (with an adult) melting things to see what happens. 
Training a Police Dog;Informational;monitor;Police dogs have important jobs. They train for many weeks to learn how to work with police officers.
Trent Pretends;Realistic Fiction;Consonants nt;On rainy days when he can't go outside, Trent pretends he is a camper, a painter and a dentist.
Two�s Company;Informational;summarize;This book looks at animals that live alone, animals that live in families, and animals that live in groups.
Vicky Skipped a Stone;Realistic Fiction;ed with double consonants;Vicky and her Dad go to the pond to skip stones.
Walt Disney�s World ;Biography;Sequence;This book tells the story of Walt Disney and how he created a huge business based on animated characters.
Washing the Dog;Informational;summarize;A boy and a girl tell, in order, all the things you should do when you wash a dog.
Watermelon for Lunch;Fantasy;Story Structure     summarize;Ant can�t split open the huge watermelon she wants for lunch, so she tricks Mule into doing it for her.
Welcome to Our School;Realistic Fiction;Categorize and Classify;This book describes different places in a school and what students do there. It also identifies some of the people who help students in school.
Wendy's Puppy ;Realistic Fiction;Digraphs th, wh;Readers learn about Wendy and her new puppy. 
What a Birthday!;Realistic Fiction;Making Judgments  predict/infer;Carla�s parents surprise her with a new baby brother on her birthday.
What Can Jenna Find? ;Realistic Fiction;Short Vowels e and o;"Jenna and her brother play a game of ""I Spy"" to see if Jenna can find things fast."
What Can You Do?;Realistic Fiction;predict;This book offers tips for solving common problems.
What's in the Sea?;Nonfiction;Digraph wh;Whelk shells with whorls, white whales, great white sharks and whale sharks all live in the sea.
When I Visit My Cousin ;Realistic Fiction;Compare and Contrast;The girl who narrates this story describes a visit to the country and a visit to the city.
Why Rabbit�s Tail Is Short;Folktale;"Making Predictions
predict/infer";This adapted folktale explains why rabbits have short tails.
Willy and the Puppy;Realistic Fiction;y in two-syllable words;Willy and his puppy go outside to play in the fluffy snow.
Windy Ways;Informational;Categorize and Classify;A book about ways to make things move with air.
Winter Lullaby;Realistic Fiction;Cause and Effect            predict;This is a rhyming lullaby that describes what happens to nature's creatures when the season turns to winter.
A Bigger Family ;Realistic Fiction;r- and -l controlled vowels;Roberto has a small family, only two people. His father finds a way to make their family a little bigger.
A Good Idea;Realistic Fiction;Problem Solving     question;James and Morgan work with neighbors to transform a messy lot into a wonderful place to play.
A Jump in the Pool;Realistic Fiction;Sequence of Events  monitor/clarify;Robbie and Dave overcome their fear of jumping in the pool together.
A Mother for Choco ;Fantasy;monitor                  summarize;A touching story about a young bird in search of a mother.
A Race to the Mountain;Folktale;Compare and Contrast;In this fable, Hummingbird and Heron race to a field�the moral is that of the Tortoise and the Hare.
A Storm at the Farm;Realistic Fiction;r-controlled vowels;Barb and Clark work hard to make sure all the farm animals are safe from a rainstorm.
Aki�s Special Gift;Realistic Fiction;Following Directions  question;Aki makes an origami mobile for her new baby brother.
All About the Weather;Realistic Fiction;Vowel Pairs;A class learns a lot about weather when they visit the local TV weather forecaster.
Birthday Surprise;Realistic Fiction;Making Judgments  predict/infer;Carla�s parents surprise her with a new baby brother on her birthday.
Blue, Blue Sue;Realistic Fiction;/__/ spelled ue;Sue's favorite color is blue, and everything she loves is blue.
Bonnie on the Beach;Narrative ;summarize;This story is about a girl named Bonnie and her day at the beach.
Brooke and Her Crayons;Realistic Fiction;Author�s Viewpoint  evaluate;"Brooke enjoys drawing so much; she grows up to be an artist and art teacher."
Chicken Pox!;Realistic Fiction;Cause and Effect             Problem solving;Molly gets the chicken pox and gets to do all kinds of special things. Her little brother wants to do all the special things too.
Chicken Soup With Rice;Fantasy;predict/infer;In this book of imaginative rhymes, a young boy tells why his favorite food is the best choice for every month of the year. 
Climbing with Lamb;Realistic Fiction;Silent b;A girl and her toy lamb love to climb - steps, hills and trees.
Colin Powell, American Leader;Biography;Sequence;The story of present-day American leader Colin Powell.
Crumb Cake;Realistic Fiction;Silent b;A boy and his mother make a crumb cake.
Dried Apple Pie;Realistic Fiction;Long i spelled ie;Grandma helps Jean make a dried apple pie for the pie contest.
Dwight's Kite;Realistic Fiction;Long i spelled igh;Dwight makes a kite with bright colors and flies it high in the sky.
Exploring a Park;Realistic Fiction;evaluate;People can explore an urban park with a park ranger.
Faster! Faster!;Fantasy;Cause and Effect   monitor/clarify;Ed the fox has a new bike, but his friend Fred cannot ride it very well.
Flight Through the Night;Realistic Fiction;Silent gh;Mrs. Naught and her daughter Kim take a night flight to their destination.
Frank and the Fish Tank;Fantasy;Initial and Final Digraphs;Frank, the cat, tries to talk to Fin, the fish, but ends up falling in the fish tank.
Grandparents Are Fun!;Informational;Making Generalizations evaluate;In this selection, children learn that grandparents are active people with a variety of interests.
Hamid's Surprise ;Realistic Fiction;Endings -s, -es, -ed, -ing;Hamid shares the stories and pictures of his trip to Malaysia with his classmates.
Harry and Friends in the Wild West;Realistic Fiction;Vowel Pairs ou, oa, ow;Harry and his friends in school work together on a project to represent the Old West.
Hide-and-Seek;Fantasy;Story Structure     summarize;A group of animal friends play hide-and-seek in the park, but forget to look for Cricket.
Hiking at Pound Beach;Realistic Fiction;Base Words and Endings;There are many animals to see during a hike at the beach.
How to Make a Mud Pie;Informational;summarize;A boy and his brother make mud pies for their mother and father.
I�ll Catch the Moon;Fantasy;summarize;A girl looks out her window at the moon and dreams of all the fun things she will have when she catches the moon 
If the Dinosaurs Came Back;Fantasy;monitor                 evaluate;This is an imaginative story of what it might be like if dinosaurs came back.
In the Bank ;Informational;Categorize and Classify;A trip through the workings of a local bank from the point of view of a child.
It Must Be Clay;Informational;Categorize and Classify;A book about how clay is made and where it comes from.
Jane Mt. Pleasant (Earth Science);Biography;Cause and Effect;Biography of Jane Mt. Pleasant, Iroquois agricultural scientist at Cornell University who studies sustainable agriculture.
Jenny's Faraway Family ;Realistic Fiction;r-controlled vowels;Jenny flies to Barbados with her parents to meet her faraway family.
Jump and Swim;Realistic Fiction;Sequence of Events  monitor/clarify;Robbie is nervous about jumping off the diving board, but overcomes his fear by helping his friend Dave.
Karen's Island ;Realistic Fiction;Compound Words;Karen lives by the sea and has her own little island near her house. She finds a wounded bird there and helps to mend it back to health.
Kenny�s Big Present;Realistic Fiction;Fantasy/Realism     monitor/clarify;A present arrives for baby Kenny, and older siblings Kevin and Val try to guess what it is.
Kit Finds a Mitt;Realistic Fiction;Cause and Effect      evaluate;Kit has forgotten her baseball mitt and is unsuccessful at catching balls hit her way.
Let�s Take a Trip;Play;"Story Structure
 summarize";In this class play, children take various modes of transportation to visit the Man in the Moon.
Lift the Sky Up;Folktale;predict/infer;The Snohomish people made up this legend to explain how the Big Dipper came to be in the sky.
Lola and Miss Kitty;Humorous Fiction;Problem Solving;Lola has a problem - she wants Miss Kitty, her cat, to come down from the tree to play, but Miss Kitty does not want to play.
Lou Loved Sports;Realistic Fiction;ed, ing (drop -e) ;Lou loves sports, including racing, biking, hiking, and skating. 
Making a Mural;Informational;question;Many people work together to make a mural.
Mardi Gras;Informational;predict;Mardi Gras is a big party that is celebrated once a year. People dress up in costumes and have many parades.
Measure the Motion (Physical Science);Informational;Compare and Contrast;This is a picture book that shows the tools to measure different types of motion. 
Measuring Motion (Physical Science);Informational;Categorize and Classify;This is a picture book that shows the tools to measure different types of motion. 
Meet Jane Mt. Pleasant (Earth Science);Biography;Draw Conclusions;Biography of Jane Mt. Pleasant, Iroquois agricultural scientist at Cornell University who studies sustainable agriculture.
Mr. Rabbit and the Lovely Present;Fantasy;monitor                   summarize;This is the charming story of a rabbit that helps a little girl create a lovely gift for her mother.
Mr. Raigh's Daughter;Realistic Fiction;Silent gh;Mr. Raigh takes his daughter Meg to work with him to help test toys.
Next Door Friends ;Realistic Fiction;Vowel Pairs: ai, ay;Fred and Rosa are next-door friends and do lots of things together including, fishing, sailing and reading.
Night Lights;Informational;Respond;A book that shows what you can use to see at night when the sun is not out.
One-Man Band (Physical Science);Realistic Fiction;Cause and Effect;A story about a one-man band. What kind of sounds does he make? The book goes over the basics of pitch. 
Pen Pals;Realistic Fiction;Base Words -es, -ies;When Kate moves away, her friend sends her a scrapbook of some of their happiest moments together.
Pet Shop;Informational;Suffixes -ful, -ly;This book takes a look at an assortment of animals available in a pet shop.
Pet Shopping;Realistic Fiction;ing with double consonants;Mom and Carmen go shopping for a new pet. Carmen decides on a puppy that loves wagging its tail.
Peter's Move;Realistic Fiction;Problem Solving;Peter and his family are moving to a new house. Peter doesn't want to go, so everyone helps him pack.
Raccoon & Lizard Take a Hike ;Fantasy;Long Vowels: CVCe;Raccoon and Lizard go for a hike so that they can see lots of new things. 
Road Work Ahead;Realistic Fiction;Point of View                                Cause and Effect;Carlos and his mother take a drive. On the way, they see lots of machines doing roadwork, which causes a problem for them.
Sally Ride, Space Pioneer;Biography;Sequence;This biography tells about the life and work of the first U.S. female astronaut, Sally Ride.
Sir Bill and the Knitting Knight;Fantasy;Silent k in kn;Sir Bill asks the Knitting Knight to teach him how to knit.
Sonny's Best Friend;Fantasy;Vowel Pairs oa, ow;Two friends, Sonny and Manda, discover they are each other's best friends after some time apart.
Soup Group;Realistic Fiction;/__/ spelled ou;Lou, Pam and Kim are members of a soup group that get together each week to make new kinds of soup.
Stew Crew;Realistic Fiction;/__/ spelled ew;Drew and his mother make stew for dinner.
Sun Up, Sun Down;Realistic Fiction;Noting Details;A book about a girl who notices where the sun is in the sky.
Supper for Cal;Realistic Fiction;Sequence of Events                predict;Cal the cat wants to eat fish with the family, but they want him to stay inside and eat his cat food.
Ten Traveling Tigers;Fantasy;rhyming;This book is about ten traveling tigers whose group gets smaller and smaller as they travel to places in different ways.
The Ant and the Dove;Fable;predict/infer;Ant and Dove find an opportunity to save each other's life.
The Appalachian Trail;Informational;Categorize and Classify;From Georgia to Maine, the Appalachian Trail offers different hikes and views of wildlife.
The Art Class;Realistic Fiction;Noting Details    summarize;Children at a school for the blind make clay sculptures for an art show.
The Blue Jay;Fantasy;Sequence ;Lucy sees a blue jay sitting in the tree and tries to get the bird to talk to her. 
The Blue Kangaroo;Fantasy;Fantasy and Realism   question;A mischievous blue kangaroo follows Lou home from a dream and begins wreaking havoc in his room.
The Book Club;Realistic Fiction;Writing a New Chapter summarize;Hector decides to start a book club.
The Great Outdoors;Realistic Fiction;Vowel Pairs ea, ee;School is out and Mike, his Mom and his friend Reed all go on a camping trip.
The Hole in Harry's Pocket ;Realistic Fiction;Cause and Effect;Harry's mother sends him to the store for some things. Harry puts the money in his pocket, but when he gets to the store the money is gone.
The Joke;Tall Tale;predict/infer;This story is about a giant who laughs harder and harder at a girl's funny joke.
The Joke Book;Humorous Fiction;predict;When you are feeling unhappy, telling a joke can cheer you up.
The Leafcutter Ant ;Informational;question ;Leafcutter ants chew pieces of leaves. They take the leaves back to their nests to help feed baby ants.
The Mystery of the Missing Red Mitten;mystery;predict/infer;Annie searches for her lost red mitten with her dog, Oscar. As she searches, she imagines what could have happened to the mitten.
The Night the Lights Went Out;Realistic Fiction;Cause and Effect;This is a story about a boy named Jake, his mother, and what happens at their house one rainy night.
The Sleepover;Realistic Fiction;Story Structure                evaluate;Max is bored, so his mother suggests a sleepover.
The Talking Yam;Fantasy;Cause and Effect;People are very surprised when strange things begin talking to them, like a yam.
The Three Little Pigs;Fairy Tale;Cause and Effect;This fairy tale tells about three little pigs, their houses, and the wolf that tries to blow those houses down.
The Wish Broom ;Fantasy;Vowel Pairs -oo, -ow, -ue;Katie has a dream that she has a wish broom that will clean her room for her.
Twins;Informational;evaluate;Twins are two people born at the same time in the same family. Twins can be alike in some ways and different in others.
Under the Moon;Narrative Nonfiction;/__/ spelled oo;A lot of things go on underneath the moon.
Wait a Second! ;Realistic Fiction;Endings -ed, -ing, -er, -est;It's Pete's birthday and he is ready to blow out his candles, but everyone keeps leaving the room for a second. He finally blows out his candles and everyone enjoys his cake.
When I Was Little Like You;Realistic Fiction;compare/contrast;Rosie and Gran compare things of today with things when Gran was little.
Wind and Sun;Fantasy;Base Words;Wind and Sun hold a contest to see who is stronger.
You Can Help, Too!;Informational;r-controlled vowels;Children can learn how to make the world a better place through a number of projects.
7 Facts About the Weather  (Earth Science);Informational;Cause and Effect;A book with seven fun facts about the weather. 
A Big Tennis Match;Historical;summarize;Billie Jean King and Bobby Riggs settle an argument by playing a tennis match.
A City Park;Realistic Fiction;Fact and Opinion       question;A boy discovers there are wild animals in a city park.
A Day at the Beach;Realistic Fiction;Vowel Pairs ea, ee;Jean, Dean and his dog Speedy go for a walk on the beach and look for things along the way. 
A Friend for King Amadou;Tale;Vowel Pairs -oi, -oy;King Amadou dresses as a poor man to see who is truly a good friend to him.
A Star in the Family;Realistic Fiction;r- and l- controlled vowels;Grandmother Grace comes for a visit and all Keisha wants to do is sing with her. Unfortunately, Grandmother Grace can't sing or talk because it hurts her throat too bad.
A Thunderstorm Is Coming!;Informational;monitor/clarify;Thunderstorms can happen very quickly. Following rules during a thunderstorm will help you stay safe.
Abraham Lincoln;Biography;Sequence;This biography profiles Abraham Lincoln, 16th President of the United States.
America�s Birthplace: Independence Hall;Historical;Sequence;In this book, the meeting place where important people and events took place in the wake of the American Revolution is discussed.
An Ice Cream Crash;Fantasy;Base words with s, ed, ing;Will and Jill are hungry and go in search of ice cream.
Anansi's Narrow Waist;Folktale;Sequence of Events;This book retells an African folktale that explains why spiders have eight legs and very narrow waists.
Animal Neighbors;Informational;monitor/clarify;More and more, wild animals and people find themselves sharing the same territory. The author offers Do�s and Don�ts for getting along with moose, skunks, and other animals.
Animal Tracks Are Everywhere;Informational;monitor/clarify;This story reveals the lives of the animals that make tracks in the snow. 
Antonia Novello;Biography;Categorize and Classify;Biography of Antonia Novella, former surgeon general and a pediatrician from Puerto Rico.
Are They Look-Alikes?;Informational;Compare and Contrast;A book that shows how baby animals look like and don�t look like their parents.
Balloons;Informational;Compare and Contrast;A book that focuses on the gases that go into a child�s balloon.
Bears, Bears, Bears;Informational;Compare and Contrast;This book explores different types of bears.
Ben Franklin�s Fire Company;Historical; Main Idea and Details                 question ;Fire departments are vital in our cities, and Ben Franklin started the first fire company.
Bird Race;Folktale;Categorize and Classify ;Hummingbird and Heron have a race to the meadow.
Bookstore Cat;Humorous Fiction;Cause and Effect ;Mulligan is the cat in the bookstore - he has many tasks to do in the store.
Breakfast for Bears;Fantasy;Sequence of Events    monitor/clarify;A bear family takes a walk in the woods and happens upon a delicious-smelling breakfast in an empty house.
Bubbles (Physical Science);Informational;Cause and Effect;If you look closely at bubbles you will see the colors of the rainbow reflected. Neighborhood kids blow bubbles and observe what they see. 
Bug and Slug;Fantasy;Short u words;Slug and Bug challenge each other to a race to the hut. Bug falls asleep on the way and Slug wins.
Build Your Own Weather Station (Earth Science);Informational;Main Idea and Details;A book on how to set up a weather station. 
Cat�s Surprise Party;Fantasy;Story Structure        summarize;Cat�s friends go to the market to buy food for a surprise birthday party for Cat, but do not buy any food for him.
Celia and Ali;Realistic Fiction;Problem Solving    predict/infer;Celia gets into her big sister�s closet and tries on some of her clothes.
Christopher Columbus;Biography;Main Ideas and Details;Christopher Columbus was a sailor and explorer, who discovered North America  in 1492. 
David's Crows ;Realistic Fiction;Suffixes -ful, -ness, -ous, -ly;David is sick and has to stay home from school. At first he is bored, but when the crows come he isn't bored anymore.
Digby;Realistic Fiction;Dialogue;A girl and her little brother talk to each other about Digby, their family dog.
Dog�s Party;Fantasy;"Cause and Effect 
monitor/clarify";In this story, Dog decides to give presents to his friends, but mixed up the tags.
Ellen Ochoa;Biography;summarize;A biography of Ellen Ochoa, Mexican-American astronaut.
Fluff and the Long Nap;Fantasy;predict/infer;Fluff is a cat that would rather be a dog. 
Follow the Appalachian Trail;Informational;Categorize and Classify;From Georgia to Maine, the Appalachian Trail offers different hikes and views of wildlife.
Friends Online;Realistic Fiction;Noting Details    monitor/clarify;After Billy moves from a town in the desert to a town near the ocean, he and his friend Rose communicate through e-mail.
From Cat to Bobcat;Realistic Fiction;Short Vowels e, o;A boy pretends he is an animal tracker, and imagines his household pets as other animals.
Gail Snail's Gray Day;Fantasy;Vowel Pairs ai, ay;Stray Cat invites his friend Gail Snail to go fishing with him by the Bay.
Gary Soto   ;Biography;summarize;This biography profiles Gary Soto, a Mexican-American poet.
George Washington;Biography;Sequence;This biography tells about the life and accomplishments of George Washington.
Grandfather�s Mask;Realistic Fiction;Categorize and Classify  question;A boy visits his grandfather, a famous mask maker in Liberia.
